"POINT";"DATE";"NB_CAS";"NB_CAPT";"AN";"CANTO";"mois";"espece"
"8833";3;"1999-09-27";20;5;1999;"AVANT_DEHORS";"sept";"etrille"
"8843";4;"1999-09-27";20;4;1999;"AVANT_DEHORS";"sept";"etrille"
"8853";5;"1999-09-27";20;26;1999;"AVANT_DEHORS";"sept";"etrille"
"8863";6;"1999-09-27";0;0;1999;"AVANT_DEHORS";"sept";"etrille"
"8873";7;"1999-09-27";0;0;1999;"AVANT_DEHORS";"sept";"etrille"
"8883";8;"1999-09-27";20;19;1999;"AVANT_DEDANS";"sept";"etrille"
"8893";9;"1999-09-27";0;0;1999;"AVANT_DEHORS";"sept";"etrille"
"8903";10;"1999-09-27";0;0;1999;"AVANT_DEHORS";"sept";"etrille"
"8915";11;"1999-09-27";20;3;1999;"AVANT_DEHORS";"sept";"etrille"
"8923";12;"1999-09-27";20;1;1999;"AVANT_DEHORS";"sept";"etrille"
"8933";13;"1999-09-27";0;0;1999;"AVANT_DEHORS";"sept";"etrille"
"8943";14;"1999-09-27";20;4;1999;"AVANT_DEHORS";"sept";"etrille"
"8953";15;"1999-09-27";20;2;1999;"AVANT_DEHORS";"sept";"etrille"
"8963";16;"1999-09-27";0;0;1999;"AVANT_DEDANS";"sept";"etrille"
"8973";1;"2000-09-04";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"8983";2;"2000-09-04";0;0;2000;"APRES_DEDANS";"sept";"etrille"
"8993";3;"2000-09-04";20;10;2000;"APRES_DEHORS";"sept";"etrille"
"9003";4;"2000-09-04";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9015";5;"2000-09-04";20;5;2000;"APRES_DEHORS";"sept";"etrille"
"9023";6;"2000-09-04";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9033";7;"2000-09-04";20;1;2000;"APRES_DEHORS";"sept";"etrille"
"9043";8;"2000-09-04";0;0;2000;"APRES_DEDANS";"sept";"etrille"
"9053";9;"2000-09-04";20;7;2000;"APRES_DEHORS";"sept";"etrille"
"9063";10;"2000-09-04";20;12;2000;"APRES_DEHORS";"sept";"etrille"
"9073";11;"2000-09-04";20;5;2000;"APRES_DEHORS";"sept";"etrille"
"9083";12;"2000-09-04";16;1;2000;"APRES_DEHORS";"sept";"etrille"
"9093";13;"2000-09-04";20;1;2000;"APRES_DEHORS";"sept";"etrille"
"9105";14;"2000-09-04";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9115";15;"2000-09-04";20;5;2000;"APRES_DEHORS";"sept";"etrille"
"9123";16;"2000-09-04";0;0;2000;"APRES_DEDANS";"sept";"etrille"
"9133";1;"2000-09-05";20;1;2000;"APRES_DEHORS";"sept";"etrille"
"9143";2;"2000-09-05";0;0;2000;"APRES_DEDANS";"sept";"etrille"
"9153";3;"2000-09-05";20;3;2000;"APRES_DEHORS";"sept";"etrille"
"9163";4;"2000-09-05";20;4;2000;"APRES_DEHORS";"sept";"etrille"
"9173";5;"2000-09-05";20;14;2000;"APRES_DEHORS";"sept";"etrille"
"9183";6;"2000-09-05";20;3;2000;"APRES_DEHORS";"sept";"etrille"
"9193";7;"2000-09-05";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9203";8;"2000-09-05";20;1;2000;"APRES_DEDANS";"sept";"etrille"
"9215";9;"2000-09-05";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9223";10;"2000-09-05";20;7;2000;"APRES_DEHORS";"sept";"etrille"
"9233";11;"2000-09-05";20;8;2000;"APRES_DEHORS";"sept";"etrille"
"9243";12;"2000-09-05";20;1;2000;"APRES_DEHORS";"sept";"etrille"
"9253";13;"2000-09-05";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9263";14;"2000-09-05";20;1;2000;"APRES_DEHORS";"sept";"etrille"
"9273";15;"2000-09-05";20;1;2000;"APRES_DEHORS";"sept";"etrille"
"9283";16;"2000-09-05";0;0;2000;"APRES_DEDANS";"sept";"etrille"
"9293";1;"2000-09-06";20;4;2000;"APRES_DEHORS";"sept";"etrille"
"9303";2;"2000-09-06";0;0;2000;"APRES_DEDANS";"sept";"etrille"
"9315";3;"2000-09-06";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9323";4;"2000-09-06";20;1;2000;"APRES_DEHORS";"sept";"etrille"
"9333";5;"2000-09-06";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9343";6;"2000-09-06";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9353";7;"2000-09-06";20;2;2000;"APRES_DEHORS";"sept";"etrille"
"9363";8;"2000-09-06";0;0;2000;"APRES_DEDANS";"sept";"etrille"
"9373";9;"2000-09-06";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9383";10;"2000-09-06";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9393";11;"2000-09-06";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9403";12;"2000-09-06";20;2;2000;"APRES_DEHORS";"sept";"etrille"
"9415";13;"2000-09-06";20;1;2000;"APRES_DEHORS";"sept";"etrille"
"9423";14;"2000-09-06";20;8;2000;"APRES_DEHORS";"sept";"etrille"
"9433";15;"2000-09-06";20;11;2000;"APRES_DEHORS";"sept";"etrille"
"9443";16;"2000-09-06";0;0;2000;"APRES_DEDANS";"sept";"etrille"
"9453";1;"2000-09-07";20;2;2000;"APRES_DEHORS";"sept";"etrille"
"9463";2;"2000-09-07";20;10;2000;"APRES_DEDANS";"sept";"etrille"
"9473";3;"2000-09-07";20;15;2000;"APRES_DEHORS";"sept";"etrille"
"9483";4;"2000-09-07";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9493";5;"2000-09-07";20;8;2000;"APRES_DEHORS";"sept";"etrille"
"9503";6;"2000-09-07";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9515";7;"2000-09-07";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9523";8;"2000-09-07";20;2;2000;"APRES_DEDANS";"sept";"etrille"
"9533";9;"2000-09-07";20;1;2000;"APRES_DEHORS";"sept";"etrille"
"9543";10;"2000-09-07";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9553";11;"2000-09-07";20;6;2000;"APRES_DEHORS";"sept";"etrille"
"9563";12;"2000-09-07";20;2;2000;"APRES_DEHORS";"sept";"etrille"
"9573";13;"2000-09-07";0;0;2000;"APRES_DEHORS";"sept";"etrille"
"9583";14;"2000-09-07";20;5;2000;"APRES_DEHORS";"sept";"etrille"
"9593";15;"2000-09-07";20;2;2000;"APRES_DEHORS";"sept";"etrille"
"9603";16;"2000-09-07";0;0;2000;"APRES_DEDANS";"sept";"etrille"
"9615";1;"2001-09-10";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"9623";2;"2001-09-10";20;1;2001;"APRES_DEDANS";"sept";"etrille"
"9633";3;"2001-09-10";20;1;2001;"APRES_DEHORS";"sept";"etrille"
"9643";4;"2001-09-10";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"9653";5;"2001-09-10";20;4;2001;"APRES_DEHORS";"sept";"etrille"
"9663";6;"2001-09-10";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"9673";7;"2001-09-10";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"9683";8;"2001-09-10";20;8;2001;"APRES_DEDANS";"sept";"etrille"
"9693";9;"2001-09-10";20;3;2001;"APRES_DEHORS";"sept";"etrille"
"9703";10;"2001-09-10";20;9;2001;"APRES_DEHORS";"sept";"etrille"
"9715";11;"2001-09-10";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"9723";12;"2001-09-10";20;2;2001;"APRES_DEHORS";"sept";"etrille"
"9733";13;"2001-09-10";20;5;2001;"APRES_DEHORS";"sept";"etrille"
"9743";14;"2001-09-10";20;1;2001;"APRES_DEHORS";"sept";"etrille"
"9753";15;"2001-09-10";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"9763";16;"2001-09-10";0;0;2001;"APRES_DEDANS";"sept";"etrille"
"9773";1;"2001-09-11";20;1;2001;"APRES_DEHORS";"sept";"etrille"
"9783";2;"2001-09-11";20;1;2001;"APRES_DEDANS";"sept";"etrille"
"9793";3;"2001-09-11";20;10;2001;"APRES_DEHORS";"sept";"etrille"
"9803";4;"2001-09-11";20;1;2001;"APRES_DEHORS";"sept";"etrille"
"9815";5;"2001-09-11";20;6;2001;"APRES_DEHORS";"sept";"etrille"
"9823";6;"2001-09-11";20;2;2001;"APRES_DEHORS";"sept";"etrille"
"9833";7;"2001-09-11";20;2;2001;"APRES_DEHORS";"sept";"etrille"
"9843";8;"2001-09-11";20;20;2001;"APRES_DEDANS";"sept";"etrille"
"9853";9;"2001-09-11";20;2;2001;"APRES_DEHORS";"sept";"etrille"
"9863";10;"2001-09-11";20;2;2001;"APRES_DEHORS";"sept";"etrille"
"9873";11;"2001-09-11";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"9883";12;"2001-09-11";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"9893";13;"2001-09-11";20;2;2001;"APRES_DEHORS";"sept";"etrille"
"9903";14;"2001-09-11";20;1;2001;"APRES_DEHORS";"sept";"etrille"
"9915";15;"2001-09-11";20;1;2001;"APRES_DEHORS";"sept";"etrille"
"9923";16;"2001-09-11";0;0;2001;"APRES_DEDANS";"sept";"etrille"
"9933";1;"2001-09-12";20;1;2001;"APRES_DEHORS";"sept";"etrille"
"9943";2;"2001-09-12";20;1;2001;"APRES_DEDANS";"sept";"etrille"
"9953";3;"2001-09-12";20;2;2001;"APRES_DEHORS";"sept";"etrille"
"9963";4;"2001-09-12";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"9973";5;"2001-09-12";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"9983";6;"2001-09-12";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"9993";7;"2001-09-12";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"10003";8;"2001-09-12";20;22;2001;"APRES_DEDANS";"sept";"etrille"
"10015";9;"2001-09-12";20;2;2001;"APRES_DEHORS";"sept";"etrille"
"10023";10;"2001-09-12";20;3;2001;"APRES_DEHORS";"sept";"etrille"
"10033";11;"2001-09-12";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"10043";12;"2001-09-12";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"10053";13;"2001-09-12";20;1;2001;"APRES_DEHORS";"sept";"etrille"
"10063";14;"2001-09-12";20;1;2001;"APRES_DEHORS";"sept";"etrille"
"10073";15;"2001-09-12";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"10083";16;"2001-09-12";0;0;2001;"APRES_DEDANS";"sept";"etrille"
"10093";1;"2001-09-14";20;2;2001;"APRES_DEHORS";"sept";"etrille"
"10105";2;"2001-09-14";20;5;2001;"APRES_DEDANS";"sept";"etrille"
"10115";3;"2001-09-14";20;6;2001;"APRES_DEHORS";"sept";"etrille"
"10123";4;"2001-09-14";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"10133";5;"2001-09-14";20;3;2001;"APRES_DEHORS";"sept";"etrille"
"10143";6;"2001-09-14";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"10153";7;"2001-09-14";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"10163";8;"2001-09-14";20;15;2001;"APRES_DEDANS";"sept";"etrille"
"10173";9;"2001-09-14";20;4;2001;"APRES_DEHORS";"sept";"etrille"
"10183";10;"2001-09-14";20;4;2001;"APRES_DEHORS";"sept";"etrille"
"10193";11;"2001-09-14";0;0;2001;"APRES_DEHORS";"sept";"etrille"
"10203";12;"2001-09-14";20;6;2001;"APRES_DEHORS";"sept";"etrille"
"10215";13;"2001-09-14";20;2;2001;"APRES_DEHORS";"sept";"etrille"
"10223";14;"2001-09-14";20;1;2001;"APRES_DEHORS";"sept";"etrille"
"10233";15;"2001-09-14";20;1;2001;"APRES_DEHORS";"sept";"etrille"
"10243";16;"2001-09-14";0;0;2001;"APRES_DEDANS";"sept";"etrille"
"10253";1;"2002-09-02";20;5;2002;"APRES_DEHORS";"sept";"etrille"
"10263";2;"2002-09-02";20;12;2002;"APRES_DEDANS";"sept";"etrille"
"10273";3;"2002-09-02";20;9;2002;"APRES_DEHORS";"sept";"etrille"
"10283";4;"2002-09-02";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10293";5;"2002-09-02";20;1;2002;"APRES_DEHORS";"sept";"etrille"
"10303";6;"2002-09-02";20;1;2002;"APRES_DEHORS";"sept";"etrille"
"10315";7;"2002-09-02";20;1;2002;"APRES_DEHORS";"sept";"etrille"
"10323";8;"2002-09-02";20;5;2002;"APRES_DEDANS";"sept";"etrille"
"10333";9;"2002-09-02";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10343";10;"2002-09-02";20;1;2002;"APRES_DEHORS";"sept";"etrille"
"10353";11;"2002-09-02";20;1;2002;"APRES_DEHORS";"sept";"etrille"
"10363";12;"2002-09-02";20;2;2002;"APRES_DEHORS";"sept";"etrille"
"10373";13;"2002-09-02";20;1;2002;"APRES_DEHORS";"sept";"etrille"
"10383";14;"2002-09-02";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10393";15;"2002-09-02";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10403";16;"2002-09-02";0;0;2002;"APRES_DEDANS";"sept";"etrille"
"10415";1;"2002-09-03";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10423";2;"2002-09-03";20;5;2002;"APRES_DEDANS";"sept";"etrille"
"10433";3;"2002-09-03";20;26;2002;"APRES_DEHORS";"sept";"etrille"
"10443";4;"2002-09-03";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10453";5;"2002-09-03";20;3;2002;"APRES_DEHORS";"sept";"etrille"
"10463";6;"2002-09-03";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10473";7;"2002-09-03";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10483";8;"2002-09-03";20;3;2002;"APRES_DEDANS";"sept";"etrille"
"10493";9;"2002-09-03";20;1;2002;"APRES_DEHORS";"sept";"etrille"
"10503";10;"2002-09-03";20;8;2002;"APRES_DEHORS";"sept";"etrille"
"10515";11;"2002-09-03";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10523";12;"2002-09-03";20;2;2002;"APRES_DEHORS";"sept";"etrille"
"10533";13;"2002-09-03";20;1;2002;"APRES_DEHORS";"sept";"etrille"
"10543";14;"2002-09-03";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10553";15;"2002-09-03";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10563";16;"2002-09-03";0;0;2002;"APRES_DEDANS";"sept";"etrille"
"10573";1;"2002-09-04";20;2;2002;"APRES_DEHORS";"sept";"etrille"
"10583";2;"2002-09-04";20;4;2002;"APRES_DEDANS";"sept";"etrille"
"10593";3;"2002-09-04";20;8;2002;"APRES_DEHORS";"sept";"etrille"
"10603";4;"2002-09-04";20;1;2002;"APRES_DEHORS";"sept";"etrille"
"10615";5;"2002-09-04";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10623";6;"2002-09-04";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10633";7;"2002-09-04";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10643";8;"2002-09-04";20;3;2002;"APRES_DEDANS";"sept";"etrille"
"10653";9;"2002-09-04";20;4;2002;"APRES_DEHORS";"sept";"etrille"
"10663";10;"2002-09-04";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10673";11;"2002-09-04";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10683";12;"2002-09-04";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10693";13;"2002-09-04";20;2;2002;"APRES_DEHORS";"sept";"etrille"
"10703";14;"2002-09-04";20;1;2002;"APRES_DEHORS";"sept";"etrille"
"10715";15;"2002-09-04";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10723";16;"2002-09-04";0;0;2002;"APRES_DEDANS";"sept";"etrille"
"10733";1;"2002-09-05";20;2;2002;"APRES_DEHORS";"sept";"etrille"
"10743";2;"2002-09-05";20;4;2002;"APRES_DEDANS";"sept";"etrille"
"10753";3;"2002-09-05";20;3;2002;"APRES_DEHORS";"sept";"etrille"
"10763";4;"2002-09-05";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10773";5;"2002-09-05";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10783";6;"2002-09-05";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10793";7;"2002-09-05";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10803";8;"2002-09-05";20;3;2002;"APRES_DEDANS";"sept";"etrille"
"10815";9;"2002-09-05";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10823";10;"2002-09-05";20;1;2002;"APRES_DEHORS";"sept";"etrille"
"10833";11;"2002-09-05";0;0;2002;"APRES_DEHORS";"sept";"etrille"
"10843";12;"2002-09-05";20;1;2002;"APRES_DEHORS";"sept";"etrille"
"10853";13;"2002-09-05";20;1;2002;"APRES_DEHORS";"sept";"etrille"
"10863";14;"2002-09-05";20;1;2002;"APRES_DEHORS";"sept";"etrille"
"10873";15;"2002-09-05";20;1;2002;"APRES_DEHORS";"sept";"etrille"
"10883";16;"2002-09-05";0;0;2002;"APRES_DEDANS";"sept";"etrille"
"10893";1;"2003-09-15";20;3;2003;"APRES_DEHORS";"sept";"etrille"
"10903";2;"2003-09-15";20;2;2003;"APRES_DEDANS";"sept";"etrille"
"10915";3;"2003-09-15";20;4;2003;"APRES_DEHORS";"sept";"etrille"
"10923";4;"2003-09-15";20;1;2003;"APRES_DEHORS";"sept";"etrille"
"10933";5;"2003-09-15";20;1;2003;"APRES_DEHORS";"sept";"etrille"
"10943";6;"2003-09-15";20;3;2003;"APRES_DEHORS";"sept";"etrille"
"10953";7;"2003-09-15";0;0;2003;"APRES_DEHORS";"sept";"etrille"
"10963";8;"2003-09-15";0;0;2003;"APRES_DEDANS";"sept";"etrille"
"10973";9;"2003-09-15";20;6;2003;"APRES_DEHORS";"sept";"etrille"
"10983";10;"2003-09-15";20;4;2003;"APRES_DEHORS";"sept";"etrille"
"10993";11;"2003-09-15";0;0;2003;"APRES_DEHORS";"sept";"etrille"
"11005";12;"2003-09-15";20;2;2003;"APRES_DEHORS";"sept";"etrille"
"11015";13;"2003-09-15";20;4;2003;"APRES_DEHORS";"sept";"etrille"
"11023";14;"2003-09-15";20;1;2003;"APRES_DEHORS";"sept";"etrille"
"11033";15;"2003-09-15";0;0;2003;"APRES_DEHORS";"sept";"etrille"
"11043";16;"2003-09-15";0;0;2003;"APRES_DEDANS";"sept";"etrille"
"11053";1;"2003-09-16";20;3;2003;"APRES_DEHORS";"sept";"etrille"
"11063";2;"2003-09-16";20;5;2003;"APRES_DEDANS";"sept";"etrille"
"11073";3;"2003-09-16";20;3;2003;"APRES_DEHORS";"sept";"etrille"
"11083";4;"2003-09-16";0;0;2003;"APRES_DEHORS";"sept";"etrille"
"11093";5;"2003-09-16";20;2;2003;"APRES_DEHORS";"sept";"etrille"
"11105";6;"2003-09-16";0;0;2003;"APRES_DEHORS";"sept";"etrille"
"11115";7;"2003-09-16";20;1;2003;"APRES_DEHORS";"sept";"etrille"
"11123";8;"2003-09-16";20;1;2003;"APRES_DEDANS";"sept";"etrille"
"11133";9;"2003-09-16";20;3;2003;"APRES_DEHORS";"sept";"etrille"
"11143";10;"2003-09-16";20;2;2003;"APRES_DEHORS";"sept";"etrille"
"11153";11;"2003-09-16";0;0;2003;"APRES_DEHORS";"sept";"etrille"
"11163";12;"2003-09-16";20;2;2003;"APRES_DEHORS";"sept";"etrille"
"11173";13;"2003-09-16";20;1;2003;"APRES_DEHORS";"sept";"etrille"
"11183";14;"2003-09-16";20;1;2003;"APRES_DEHORS";"sept";"etrille"
"11193";15;"2003-09-16";20;4;2003;"APRES_DEHORS";"sept";"etrille"
"11203";16;"2003-09-16";0;0;2003;"APRES_DEDANS";"sept";"etrille"
"11215";1;"2003-09-17";20;1;2003;"APRES_DEHORS";"sept";"etrille"
"11223";2;"2003-09-17";20;4;2003;"APRES_DEDANS";"sept";"etrille"
"11233";3;"2003-09-17";20;9;2003;"APRES_DEHORS";"sept";"etrille"
"11243";4;"2003-09-17";0;0;2003;"APRES_DEHORS";"sept";"etrille"
"11253";5;"2003-09-17";0;0;2003;"APRES_DEHORS";"sept";"etrille"
"11263";6;"2003-09-17";0;0;2003;"APRES_DEHORS";"sept";"etrille"
"11273";7;"2003-09-17";20;1;2003;"APRES_DEHORS";"sept";"etrille"
"11283";8;"2003-09-17";0;0;2003;"APRES_DEDANS";"sept";"etrille"
"11293";9;"2003-09-17";20;4;2003;"APRES_DEHORS";"sept";"etrille"
"11303";10;"2003-09-17";20;4;2003;"APRES_DEHORS";"sept";"etrille"
"11315";11;"2003-09-17";20;1;2003;"APRES_DEHORS";"sept";"etrille"
"11323";12;"2003-09-17";20;1;2003;"APRES_DEHORS";"sept";"etrille"
"11333";13;"2003-09-17";20;10;2003;"APRES_DEHORS";"sept";"etrille"
"11343";14;"2003-09-17";20;2;2003;"APRES_DEHORS";"sept";"etrille"
"11353";15;"2003-09-17";20;1;2003;"APRES_DEHORS";"sept";"etrille"
"11363";16;"2003-09-17";0;0;2003;"APRES_DEDANS";"sept";"etrille"
"11373";1;"2003-09-18";20;2;2003;"APRES_DEHORS";"sept";"etrille"
"11383";2;"2003-09-18";20;4;2003;"APRES_DEDANS";"sept";"etrille"
"11393";3;"2003-09-18";20;5;2003;"APRES_DEHORS";"sept";"etrille"
"11403";4;"2003-09-18";0;0;2003;"APRES_DEHORS";"sept";"etrille"
"11415";5;"2003-09-18";20;1;2003;"APRES_DEHORS";"sept";"etrille"
"11423";6;"2003-09-18";0;0;2003;"APRES_DEHORS";"sept";"etrille"
"11433";7;"2003-09-18";0;0;2003;"APRES_DEHORS";"sept";"etrille"
"11443";8;"2003-09-18";0;0;2003;"APRES_DEDANS";"sept";"etrille"
"11453";9;"2003-09-18";20;1;2003;"APRES_DEHORS";"sept";"etrille"
"11463";10;"2003-09-18";20;4;2003;"APRES_DEHORS";"sept";"etrille"
"11473";11;"2003-09-18";20;1;2003;"APRES_DEHORS";"sept";"etrille"
"11483";12;"2003-09-18";20;4;2003;"APRES_DEHORS";"sept";"etrille"
"11493";13;"2003-09-18";20;1;2003;"APRES_DEHORS";"sept";"etrille"
"11503";14;"2003-09-18";0;0;2003;"APRES_DEHORS";"sept";"etrille"
"11515";15;"2003-09-18";0;0;2003;"APRES_DEHORS";"sept";"etrille"
"11523";16;"2003-09-18";0;0;2003;"APRES_DEDANS";"sept";"etrille"
"11533";1;"2004-09-22";20;1;2004;"APRES_DEHORS";"sept";"etrille"
"11543";2;"2004-09-22";20;2;2004;"APRES_DEDANS";"sept";"etrille"
"11553";3;"2004-09-22";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11563";4;"2004-09-22";20;1;2004;"APRES_DEHORS";"sept";"etrille"
"11573";5;"2004-09-22";20;4;2004;"APRES_DEHORS";"sept";"etrille"
"11583";6;"2004-09-22";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11593";7;"2004-09-22";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11603";8;"2004-09-22";0;0;2004;"APRES_DEDANS";"sept";"etrille"
"11615";9;"2004-09-22";20;4;2004;"APRES_DEHORS";"sept";"etrille"
"11623";10;"2004-09-22";20;2;2004;"APRES_DEHORS";"sept";"etrille"
"11633";11;"2004-09-22";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11643";12;"2004-09-22";20;3;2004;"APRES_DEHORS";"sept";"etrille"
"11653";13;"2004-09-22";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11663";14;"2004-09-22";20;1;2004;"APRES_DEHORS";"sept";"etrille"
"11673";15;"2004-09-22";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11683";16;"2004-09-22";0;0;2004;"APRES_DEDANS";"sept";"etrille"
"11693";1;"2004-09-24";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11703";2;"2004-09-24";20;1;2004;"APRES_DEDANS";"sept";"etrille"
"11715";3;"2004-09-24";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11723";4;"2004-09-24";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11733";5;"2004-09-24";20;5;2004;"APRES_DEHORS";"sept";"etrille"
"11743";6;"2004-09-24";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11753";7;"2004-09-24";20;1;2004;"APRES_DEHORS";"sept";"etrille"
"11763";8;"2004-09-24";0;0;2004;"APRES_DEDANS";"sept";"etrille"
"11773";9;"2004-09-24";20;1;2004;"APRES_DEHORS";"sept";"etrille"
"11783";10;"2004-09-24";20;2;2004;"APRES_DEHORS";"sept";"etrille"
"11793";11;"2004-09-24";20;3;2004;"APRES_DEHORS";"sept";"etrille"
"11803";12;"2004-09-24";20;1;2004;"APRES_DEHORS";"sept";"etrille"
"11815";13;"2004-09-24";20;2;2004;"APRES_DEHORS";"sept";"etrille"
"11823";14;"2004-09-24";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11833";15;"2004-09-24";20;2;2004;"APRES_DEHORS";"sept";"etrille"
"11843";16;"2004-09-24";0;0;2004;"APRES_DEDANS";"sept";"etrille"
"11853";1;"2004-09-25";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11863";2;"2004-09-25";0;0;2004;"APRES_DEDANS";"sept";"etrille"
"11873";3;"2004-09-25";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11883";4;"2004-09-25";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11893";5;"2004-09-25";20;2;2004;"APRES_DEHORS";"sept";"etrille"
"11903";6;"2004-09-25";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11915";7;"2004-09-25";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11923";8;"2004-09-25";20;1;2004;"APRES_DEDANS";"sept";"etrille"
"11933";9;"2004-09-25";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11943";10;"2004-09-25";20;2;2004;"APRES_DEHORS";"sept";"etrille"
"11953";11;"2004-09-25";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11963";12;"2004-09-25";20;1;2004;"APRES_DEHORS";"sept";"etrille"
"11973";13;"2004-09-25";20;1;2004;"APRES_DEHORS";"sept";"etrille"
"11983";14;"2004-09-25";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"11993";15;"2004-09-25";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"12003";16;"2004-09-25";0;0;2004;"APRES_DEDANS";"sept";"etrille"
"12015";1;"2004-09-26";20;1;2004;"APRES_DEHORS";"sept";"etrille"
"12023";2;"2004-09-26";20;3;2004;"APRES_DEDANS";"sept";"etrille"
"12033";3;"2004-09-26";20;1;2004;"APRES_DEHORS";"sept";"etrille"
"12043";4;"2004-09-26";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"12053";5;"2004-09-26";20;2;2004;"APRES_DEHORS";"sept";"etrille"
"12063";6;"2004-09-26";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"12073";7;"2004-09-26";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"12083";8;"2004-09-26";0;0;2004;"APRES_DEDANS";"sept";"etrille"
"12093";9;"2004-09-26";20;3;2004;"APRES_DEHORS";"sept";"etrille"
"12105";10;"2004-09-26";20;4;2004;"APRES_DEHORS";"sept";"etrille"
"12115";11;"2004-09-26";20;1;2004;"APRES_DEHORS";"sept";"etrille"
"12123";12;"2004-09-26";0;0;2004;"APRES_DEHORS";"sept";"etrille"
"12133";13;"2004-09-26";0;0;2004;"APRES_DEHORS";"sept";"etrille"
